amount_paid,case_no,citation,citation_no,citation_status,contract_id,current_penalty,date_issues,date_terminated,final_order_date,proposed_penalty,s_and_s,section_of_act,standard,standard_url,violator
"1,944.00 ",000252992,C,8580026  ,Closed,J392 ,"1,944.00 ",10/26/2010,10/26/2010,5/28/2011 ,"1,944.00",Y,104(a),56.14207,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14207.pdf,Dirt Con
176.00 ,000239419,C,8580024  ,Closed,J392 ,176.00 ,10/26/2010,10/27/2010,1/2/2011 ,176.00,Y,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,Dirt Con
150.00 ,000221815,C,8570069  ,Closed,  ,150.00 ,4/19/2010,5/4/2010,7/23/2010 ,150.00,N,104(a),56.9300(b),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-9300.pdf,Sunshine Reclamation Inc.
100.00 ,000221815,C,8570067  ,Closed,  ,100.00 ,4/15/2010,4/15/2010,7/23/2010 ,100.00,N,104(a),,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec-.pdf,Sunshine Reclamation Inc.
285.00 ,000221815,C,8570071  ,Closed,  ,285.00 ,4/15/2010,4/20/2010,7/23/2010 ,285.00,N,104(a),56.14100(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,Sunshine Reclamation Inc.
100.00 ,000221815,C,8570068  ,Closed,  ,100.00 ,4/15/2010,4/15/2010,7/23/2010 ,100.00,N,104(a),50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec50-30.pdf,Sunshine Reclamation Inc.
100.00 ,000221815,C,8570070  ,Closed,  ,100.00 ,4/15/2010,4/19/2010,7/23/2010 ,100.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14132.pdf,Sunshine Reclamation Inc.
100.00 ,000221815,C,8570064  ,Closed,  ,100.00 ,4/15/2010,4/19/2010,7/23/2010 ,100.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,Sunshine Reclamation Inc.
"1,412.00 ",000221815,C,8570066  ,Closed,  ,"1,412.00 ",4/15/2010,4/15/2010,7/23/2010 ,"1,412.00",Y,104(a),56.12034,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-12034.pdf,Sunshine Reclamation Inc.
285.00 ,000221815,C,8570065  ,Closed,  ,285.00 ,4/15/2010,5/4/2010,7/23/2010 ,285.00,N,104(a),56.14101(a)(3),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14101.pdf,Sunshine Reclamation Inc.
285.00 ,000221815,C,8570063  ,Closed,  ,285.00 ,4/15/2010,4/19/2010,7/23/2010 ,285.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,Sunshine Reclamation Inc.
285.00 ,000221815,C,8570062  ,Closed,  ,285.00 ,4/15/2010,4/19/2010,7/23/2010 ,285.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,Sunshine Reclamation Inc.
no info, ,O,8570054  ,no info,J392 ,no info,4/14/2010,4/14/2010, ,Non-Assessable,N/A,107(a), ,no info,Dirt Con
100.00 ,000220499,C,8570056  ,Closed,J392 ,100.00 ,4/14/2010,4/14/2010,6/25/2010 ,100.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,Dirt Con
100.00 ,000220499,C,8570057  ,Closed,J392 ,100.00 ,4/14/2010,4/15/2010,6/25/2010 ,100.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14132.pdf,Dirt Con
100.00 ,000220499,C,8570060  ,Closed,J392 ,100.00 ,4/14/2010,4/15/2010,6/25/2010 ,100.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14107.pdf,Dirt Con
100.00 ,000220499,C,8570059  ,Closed,J392 ,100.00 ,4/14/2010,4/15/2010,6/25/2010 ,100.00,N,104(a),56.14132(b)(2),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14132.pdf,Dirt Con
436.00 ,000220499,C,8570055  ,Closed,J392 ,436.00 ,4/14/2010,4/14/2010,6/25/2010 ,436.00,Y,104(a),56.15005,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-15005.pdf,Dirt Con
100.00 ,000220499,C,8570058  ,Closed,J392 ,100.00 ,4/14/2010,4/15/2010,6/25/2010 ,100.00,N,104(a),56.14100(d),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,Dirt Con
100.00 ,000220499,C,8570061  ,Closed,J392 ,100.00 ,4/14/2010,4/15/2010,6/25/2010 ,100.00,N,104(a),56.14100(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,Dirt Con
176.00 ,000196181,C,6533979  ,Closed,  ,176.00 ,7/9/2009,7/9/2009,10/15/2009 ,176.00,N,104(a),56.18002(a),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-18002.pdf,Sunshine Reclamation Inc.
100.00 ,000196181,C,6533980  ,Closed,  ,100.00 ,7/9/2009,7/21/2009,10/15/2009 ,100.00,N,104(a),56.12047,http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-12047.pdf,Sunshine Reclamation Inc.
100.00 ,000196181,C,6533977  ,Closed,  ,100.00 ,7/8/2009,7/9/2009,10/15/2009 ,100.00,N,104(a),47.41(a),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec47-41.pdf,Sunshine Reclamation Inc.
100.00 ,000194979,C,6533972  ,Closed,J392 ,100.00 ,7/8/2009,7/9/2009,9/27/2009 ,100.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14100.pdf,Dirt Con
100.00 ,000194979,C,6533973  ,Closed,J392 ,100.00 ,7/8/2009,7/9/2009,9/27/2009 ,100.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14100.pdf,Dirt Con
100.00 ,000196181,C,6533976  ,Closed,  ,100.00 ,7/8/2009,7/9/2009,10/15/2009 ,100.00,N,104(a),56.14112(a)(1),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14112.pdf,Sunshine Reclamation Inc.
176.00 ,000196181,C,6533978  ,Closed,  ,176.00 ,7/8/2009,7/8/2009,10/15/2009 ,176.00,N,104(a),56.14105,http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14105.pdf,Sunshine Reclamation Inc.
176.00 ,000196181,C,6533974  ,Closed,  ,176.00 ,7/8/2009,7/9/2009,10/15/2009 ,176.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14132.pdf,Sunshine Reclamation Inc.
176.00 ,000196181,C,6533975  ,Closed,  ,176.00 ,7/8/2009,7/9/2009,10/15/2009 ,176.00,N,104(a),56.14101(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14101.pdf,Sunshine Reclamation Inc.
100.00 ,000194979,C,6533971  ,Closed,J392 ,100.00 ,7/7/2009,7/8/2009,9/27/2009 ,100.00,N,104(a),56.9300(a),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-9300.pdf,Dirt Con
100.00 ,000178766,C,6064664  ,Closed,  ,100.00 ,1/13/2009,1/14/2009,4/17/2009 ,100.00,N,104(a),56.14109(b)(1),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14109.pdf,Sunshine Reclamation Inc.
100.00 ,000178766,C,6064665  ,Closed,  ,100.00 ,1/13/2009,1/14/2009,4/17/2009 ,100.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14107.pdf,Sunshine Reclamation Inc.
100.00 ,000178766,C,6064663  ,Closed,  ,100.00 ,1/13/2009,1/14/2009,4/17/2009 ,100.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-12004.pdf,Sunshine Reclamation Inc.
873.00 ,000178766,C,6064667  ,Closed,  ,873.00 ,1/13/2009,1/26/2009,4/17/2009 ,873.00,Y,104(a),56.11001,http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-11001.pdf,Sunshine Reclamation Inc.
100.00 ,000178766,C,6064666  ,Closed,  ,100.00 ,1/13/2009,1/14/2009,4/17/2009 ,100.00,N,104(a),56.14108,http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14108.pdf,Sunshine Reclamation Inc.
100.00 ,000156152,C,6058764  ,Closed,  ,100.00 ,5/19/2008,5/19/2008,8/15/2008 ,100.00,N,104(a),56.14132(b)(2),http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-14132.pdf,Sunshine Reclamation Inc.
100.00 ,000156152,C,6058760  ,Closed,  ,100.00 ,5/5/2008,5/6/2008,8/15/2008 ,100.00,N,104(a),56.4201(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-4201.pdf,Sunshine Reclamation Inc.
100.00 ,000156152,C,6058761  ,Closed,  ,100.00 ,5/5/2008,5/19/2008,8/15/2008 ,100.00,N,104(a),56.12008,http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-12008.pdf,Sunshine Reclamation Inc.
100.00 ,000124206,C,6049113  ,Closed,  ,100.00 ,6/20/2007,6/20/2007,9/21/2007 ,100.00,N,104(a),56.4201(a)(1),http://www.gpo.gov/fdsys/pkg/CFR-2007-title30-vol1/pdf/CFR-2007-title30-vol1-sec56-4201.pdf,Sunshine Reclamation Inc.
60.00 ,000104825,C,6043519  ,Closed,  ,60.00 ,10/17/2006,10/17/2006,1/19/2007 ,60.00,N,104(a),56.18002(b),http://www.gpo.gov/fdsys/pkg/CFR-2006-title30-vol1/pdf/CFR-2006-title30-vol1-sec56-18002.pdf,Sunshine Reclamation Inc.
60.00 ,000092636,C,6038636  ,Closed,  ,60.00 ,5/25/2006,5/30/2006,12/21/2006 ,60.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2006-title30-vol1/pdf/CFR-2006-title30-vol1-sec56-14132.pdf,Sunshine Reclamation Inc.
60.00 ,000079544,C,6036220  ,Closed,  ,60.00 ,1/10/2006,1/10/2006,4/15/2006 ,60.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2006-title30-vol1/pdf/CFR-2006-title30-vol1-sec56-14107.pdf,Sunshine Reclamation Inc.
114.00 ,000079544,C,6036219  ,Closed,  ,114.00 ,1/9/2006,1/9/2006,4/15/2006 ,114.00,Y,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2006-title30-vol1/pdf/CFR-2006-title30-vol1-sec56-14112.pdf,Sunshine Reclamation Inc.
114.00 ,000079544,C,6036218  ,Closed,  ,114.00 ,1/9/2006,1/9/2006,4/15/2006 ,114.00,Y,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2006-title30-vol1/pdf/CFR-2006-title30-vol1-sec56-14112.pdf,Sunshine Reclamation Inc.
84.00 ,000058657,C,6028806  ,Closed,  ,84.00 ,4/26/2005,4/26/2005,7/17/2005 ,84.00,Y,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2005-title30-vol1/pdf/CFR-2005-title30-vol1-sec56-14107.pdf,Sunshine Reclamation Inc.
84.00 ,000058657,C,6028807  ,Closed,  ,84.00 ,4/26/2005,4/26/2005,7/17/2005 ,84.00,Y,104(a),56.9300(b),http://www.gpo.gov/fdsys/pkg/CFR-2005-title30-vol1/pdf/CFR-2005-title30-vol1-sec56-9300.pdf,Sunshine Reclamation Inc.
60.00 ,000058657,C,6012182  ,Closed,  ,60.00 ,2/16/2005,4/26/2005,7/17/2005 ,60.00,N,104(a),56.18010,http://www.gpo.gov/fdsys/pkg/CFR-2005-title30-vol1/pdf/CFR-2005-title30-vol1-sec56-18010.pdf,Sunshine Reclamation Inc.
60.00 ,000036755,C,6014701  ,Closed,  ,60.00 ,7/21/2004,7/21/2004,10/17/2004 ,60.00,N,104(a),56.12018,http://www.gpo.gov/fdsys/pkg/CFR-2004-title30-vol1/pdf/CFR-2004-title30-vol1-sec56-12018.pdf,Sunshine Reclamation Inc.
60.00 ,000036755,C,6014702  ,Closed,  ,60.00 ,7/21/2004,7/21/2004,10/17/2004 ,60.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2004-title30-vol1/pdf/CFR-2004-title30-vol1-sec56-14132.pdf,Sunshine Reclamation Inc.
60.00 ,000036755,C,6014700  ,Closed,  ,60.00 ,7/21/2004,8/2/2004,10/17/2004 ,60.00,N,104(a),56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2004-title30-vol1/pdf/CFR-2004-title30-vol1-sec56-12028.pdf,Sunshine Reclamation Inc.
60.00 ,000014673,C,6005701  ,Closed,  ,60.00 ,6/19/2003,10/20/2003,1/22/2004 ,60.00,N,104(a),62.130(a),http://www.gpo.gov/fdsys/pkg/CFR-2003-title30-vol1/pdf/CFR-2003-title30-vol1-sec62-130.pdf,Sunshine Reclamation Inc.
60.00 ,000014673,C,6005699  ,Closed,  ,60.00 ,6/18/2003,7/9/2003,1/22/2004 ,60.00,N,104(a),56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2003-title30-vol1/pdf/CFR-2003-title30-vol1-sec56-12028.pdf,Sunshine Reclamation Inc.
184.00 ,460825405513,C,6005654  ,Closed,  ,184.00 ,3/13/2003,4/8/2003,7/27/2003 ,184.00,Y,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2003-title30-vol1/pdf/CFR-2003-title30-vol1-sec56-14112.pdf,Sunshine Reclamation Inc.
55.00 ,460825405513,C,6005653  ,Closed,  ,55.00 ,3/13/2003,4/8/2003,7/27/2003 ,55.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2003-title30-vol1/pdf/CFR-2003-title30-vol1-sec56-14100.pdf,Sunshine Reclamation Inc.
400.00 ,460825405512,C,6003006  ,Closed,  ,400.00 ,8/28/2002,9/6/2002,6/5/2003 ,400.00,Y,104(d)(1),56.3130,http://www.gpo.gov/fdsys/pkg/CFR-2002-title30-vol1/pdf/CFR-2002-title30-vol1-sec56-3130.pdf,Sunshine Reclamation Inc.
160.00 ,460825405511,C,6003007  ,Closed,  ,160.00 ,8/28/2002,9/3/2002,5/20/2003 ,184.00,Y,104(a),56.3131,http://www.gpo.gov/fdsys/pkg/CFR-2002-title30-vol1/pdf/CFR-2002-title30-vol1-sec56-3131.pdf,Sunshine Reclamation Inc.
55.00 ,460825405511,C,6003009  ,Closed,  ,55.00 ,8/28/2002,8/29/2002,5/20/2003 ,55.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2002-title30-vol1/pdf/CFR-2002-title30-vol1-sec56-14107.pdf,Sunshine Reclamation Inc.
55.00 ,460825405511,C,6003010  ,Closed,  ,55.00 ,8/28/2002,8/29/2002,5/20/2003 ,55.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2002-title30-vol1/pdf/CFR-2002-title30-vol1-sec56-14132.pdf,Sunshine Reclamation Inc.
200.00 ,460825405512,O,6003011  ,Closed,  ,200.00 ,8/28/2002,8/28/2002,6/5/2003 ,200.00,N,104(d)(1),56.18002(b),http://www.gpo.gov/fdsys/pkg/CFR-2002-title30-vol1/pdf/CFR-2002-title30-vol1-sec56-18002.pdf,Sunshine Reclamation Inc.
67.00 ,460825405511,C,6003008  ,Closed,  ,67.00 ,8/28/2002,9/3/2002,5/20/2003 ,76.00,Y,104(a),56.11001,http://www.gpo.gov/fdsys/pkg/CFR-2002-title30-vol1/pdf/CFR-2002-title30-vol1-sec56-11001.pdf,Sunshine Reclamation Inc.
55.00 ,460825405510,C,7743077  ,Closed,  ,55.00 ,9/26/2001,9/27/2001,3/23/2002 ,55.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2001-title30-vol1/pdf/CFR-2001-title30-vol1-sec56-14107.pdf,Sunshine Reclamation Inc.
55.00 ,460825405509,C,7728534  ,Closed,  ,55.00 ,8/22/2000,8/31/2000,12/29/2000 ,55.00,N,104(a),56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2000-title30-vol1/pdf/CFR-2000-title30-vol1-sec56-12028.pdf,Sunshine Reclamation Inc.
150.00 ,460825405509,C,7728535  ,Closed,  ,150.00 ,8/22/2000,8/31/2000,12/29/2000 ,150.00,Y,104(a),56.3200,http://www.gpo.gov/fdsys/pkg/CFR-2000-title30-vol1/pdf/CFR-2000-title30-vol1-sec56-3200.pdf,Sunshine Reclamation Inc.
55.00 ,460825405506,C,7728437  ,Closed,  ,55.00 ,10/12/1999,10/13/1999,3/2/2000 ,55.00,N,104(a),56.12008,http://www.gpo.gov/fdsys/pkg/CFR-1999-title30-vol1/pdf/CFR-1999-title30-vol1-sec56-12008.pdf,Sunshine Reclamation Inc.
104.00 ,460825405508,C,7728436  ,Closed,  ,104.00 ,10/12/1999,10/13/1999,5/14/2000 ,104.00,Y,104(a),56.12025,http://www.gpo.gov/fdsys/pkg/CFR-1999-title30-vol1/pdf/CFR-1999-title30-vol1-sec56-12025.pdf,Sunshine Reclamation Inc.
150.00 ,460825405506,C,7728435  ,Closed,  ,150.00 ,10/6/1999,10/7/1999,3/2/2000 ,150.00,Y,104(a),56.12005,http://www.gpo.gov/fdsys/pkg/CFR-1999-title30-vol1/pdf/CFR-1999-title30-vol1-sec56-12005.pdf,Sunshine Reclamation Inc.
55.00 ,460825405507,C,7728432  ,Closed,  ,55.00 ,10/6/1999,11/26/1999,4/13/2000 ,55.00,N,104(a),56.18010,http://www.gpo.gov/fdsys/pkg/CFR-1999-title30-vol1/pdf/CFR-1999-title30-vol1-sec56-18010.pdf,Sunshine Reclamation Inc.
150.00 ,460825405506,C,7728433  ,Closed,  ,150.00 ,10/6/1999,10/6/1999,3/2/2000 ,150.00,Y,104(a),56.12025,http://www.gpo.gov/fdsys/pkg/CFR-1999-title30-vol1/pdf/CFR-1999-title30-vol1-sec56-12025.pdf,Sunshine Reclamation Inc.
55.00 ,460825405506,C,7728434  ,Closed,  ,55.00 ,10/6/1999,10/6/1999,3/2/2000 ,55.00,N,104(a),56.12008,http://www.gpo.gov/fdsys/pkg/CFR-1999-title30-vol1/pdf/CFR-1999-title30-vol1-sec56-12008.pdf,Sunshine Reclamation Inc.
55.00 ,460825405506,C,7728430  ,Closed,  ,55.00 ,10/6/1999,10/7/1999,3/2/2000 ,55.00,N,104(a),56.4201(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-1999-title30-vol1/pdf/CFR-1999-title30-vol1-sec56-4201.pdf,Sunshine Reclamation Inc.
55.00 ,460825405506,C,7728431  ,Closed,  ,55.00 ,10/6/1999,10/6/1999,3/2/2000 ,55.00,N,104(a),56.18002(b),http://www.gpo.gov/fdsys/pkg/CFR-1999-title30-vol1/pdf/CFR-1999-title30-vol1-sec56-18002.pdf,Sunshine Reclamation Inc.
55.00 ,460825405505,C,7715665  ,Closed,  ,55.00 ,11/18/1998,1/11/1999,5/23/1999 ,55.00,N,104(a),56.12028,http://www.gpo.gov/fdsys/pkg/CFR-1998-title30-vol1/pdf/CFR-1998-title30-vol1-sec56-12028.pdf,Sunshine Reclamation Inc.
90.00 ,460825405504,C,7715666  ,Closed,  ,90.00 ,11/18/1998,11/24/1998,3/28/1999 ,90.00,Y,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-1998-title30-vol1/pdf/CFR-1998-title30-vol1-sec56-14107.pdf,Sunshine Reclamation Inc.
76.00 ,460825405504,C,7715667  ,Closed,  ,76.00 ,11/18/1998,11/18/1998,3/28/1999 ,76.00,Y,104(a),56.12025,http://www.gpo.gov/fdsys/pkg/CFR-1998-title30-vol1/pdf/CFR-1998-title30-vol1-sec56-12025.pdf,Sunshine Reclamation Inc.
0.00 ,460825405501WGP,C,4439826  ,Closed,WGP ,50.00 ,9/28/1995,10/13/1995,5/4/1996 ,50.00,N,104(a),56.14100(c),http://www.gpo.gov/fdsys/pkg/CFR-1995-title30-vol1/pdf/CFR-1995-title30-vol1-sec56-14100.pdf,R & J Contracting
0.00 ,000422613,C,8946234  ,Delinquent,  ,114.00 ,8/31/2016,9/13/2016,11/25/2016 ,114.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,Dirt Doctor Inc
0.00 ,000422613,C,8946233  ,Delinquent,  ,124.00 ,8/31/2016,8/31/2016,11/25/2016 ,124.00,Y,104(a),56.18002(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-18002.pdf,Dirt Doctor Inc
0.00 ,000422613,C,8946232  ,Delinquent,  ,114.00 ,8/31/2016,9/7/2016,11/25/2016 ,114.00,N,104(a),56.12018,http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-12018.pdf,Dirt Doctor Inc
0.00 ,000422613,C,8946220  ,Delinquent,  ,276.00 ,8/24/2016,9/7/2016,11/25/2016 ,276.00,Y,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14107.pdf,Dirt Doctor Inc
0.00 ,000422613,C,8946223  ,Delinquent,  ,114.00 ,8/24/2016,8/31/2016,11/25/2016 ,114.00,N,104(a),46.9(c)(3),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec46-9.pdf,Dirt Doctor Inc
0.00 ,000422613,C,8946224  ,Delinquent,  ,114.00 ,8/24/2016,9/7/2016,11/25/2016 ,114.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-12004.pdf,Dirt Doctor Inc
0.00 ,000422613,C,8946226  ,Delinquent,  ,276.00 ,8/24/2016,8/24/2016,11/25/2016 ,276.00,Y,104(a),56.14100(c),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14100.pdf,Dirt Doctor Inc
0.00 ,000422613,O,8946218  ,Delinquent,  ,307.00 ,8/24/2016,8/24/2016,11/25/2016 ,307.00,Y,104(g)(1),46.5(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec46-5.pdf,Dirt Doctor Inc
0.00 ,000422613,C,8946222  ,Delinquent,  ,114.00 ,8/24/2016,8/31/2016,11/25/2016 ,114.00,N,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14112.pdf,Dirt Doctor Inc
0.00 ,000422613,C,8946219  ,Delinquent,  ,276.00 ,8/24/2016,8/31/2016,11/25/2016 ,276.00,Y,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14112.pdf,Dirt Doctor Inc
0.00 ,000422613,C,8946225  ,Delinquent,  ,124.00 ,8/24/2016,9/7/2016,11/25/2016 ,124.00,Y,104(a),56.9300(b),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-9300.pdf,Dirt Doctor Inc
0.00 ,000422613,C,8946221  ,Delinquent,  ,114.00 ,8/24/2016,8/31/2016,11/25/2016 ,114.00,N,104(a),56.14108,http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14108.pdf,Dirt Doctor Inc
0.00 ,000422613,C,8946217  ,Delinquent,  ,114.00 ,8/24/2016,8/31/2016,11/25/2016 ,114.00,N,104(a),56.20003(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-20003.pdf,Dirt Doctor Inc
0.00 ,000397158,C,8888569  ,Pending Payment,  ,243.00 ,9/30/2015,10/5/2015,2/16/2016 ,243.00,Y,104(a),56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-12028.pdf,Dirt Doctor Inc
0.00 ,000397158,C,8888568  ,Pending Payment,  ,100.00 ,9/29/2015,10/5/2015,2/16/2016 ,100.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-14107.pdf,Dirt Doctor Inc
99.47 ,000381658,C,8848500  ,Delinquent,  ,100.00 ,3/27/2015,4/1/2015,6/20/2015 ,100.00,N,104(a),50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec50-30.pdf,Dirt Doctor Inc
100.00 ,000362086,C,8847624  ,Closed,  ,100.00 ,7/30/2014,8/12/2014,10/25/2014 ,100.00,N,104(a),50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec50-30.pdf,Dirt Doctor Inc
243.00 ,000362086,C,8847621  ,Closed,  ,243.00 ,7/30/2014,7/30/2014,10/25/2014 ,243.00,Y,104(a),56.12018,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-12018.pdf,Dirt Doctor Inc
108.00 ,000362086,C,8847622  ,Closed,  ,108.00 ,7/30/2014,8/12/2014,10/25/2014 ,108.00,Y,104(a),56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-12028.pdf,Dirt Doctor Inc
